#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2ABB
#Date Time: 2024-08-13 19:49:56.721
#Sample rate: 500Hz
#Samples: 4096

Time (s),Data,DV,MISO,MOSI,SCK
-1.032,542,1,1,0,1
-1.03,593,1,1,0,1
-1.028,641,1,1,0,1
-1.026,671,1,1,0,1
-1.024,679,1,1,0,1
-1.022,671,1,1,0,1
-1.02,664,1,1,0,1
-1.018,677,1,1,0,1
-1.016,714,1,1,0,1
-1.014,767,1,1,0,1
-1.012,828,1,1,0,1
-1.01,875,1,1,0,1
-1.008,900,1,1,0,1
-1.006,905,1,1,0,1
-1.004,901,1,1,0,1
-1.002,909,1,1,0,1
-1,939,1,1,0,1
-0.998,987,1,1,0,1
-0.996,1039,1,1,0,1
-0.994,1075,1,1,0,1
-0.992,1090,1,1,0,1
-0.99,1080,1,1,0,1
-0.988,1059,1,1,0,1
-0.986,1047,1,1,0,1
-0.984,1059,1,1,0,1
-0.982,1097,1,1,0,1
-0.98,1148,1,1,0,1
-0.978,1198,1,1,0,1
-0.976,1229,1,1,0,1
-0.974,1236,1,1,0,1
-0.972,1225,1,1,0,1
-0.97,1217,1,1,0,1
-0.968,1225,1,1,0,1
-0.966,1256,1,1,0,1
-0.964,1306,1,1,0,1
-0.962,1361,1,1,0,1
-0.96,1403,1,1,0,1
-0.958,1425,1,1,0,1
-0.956,1426,1,1,0,1
-0.954,1422,1,1,0,1
-0.952,1431,1,1,0,1
-0.95,1461,1,1,0,1
-0.948,1507,1,1,0,1
-0.946,1560,1,1,0,1
-0.944,1597,1,1,0,1
-0.9419999999999999,1613,1,1,0,1
-0.9399999999999999,1605,1,1,0,1
-0.9379999999999999,1580,1,1,0,1
-0.9360000000000001,1563,1,1,0,1
-0.9340000000000001,1570,1,1,0,1
-0.9320000000000001,1599,1,1,0,1
-0.93,1643,1,1,0,1
-0.928,1685,1,1,0,1
-0.926,1707,1,1,0,1
-0.924,1706,1,1,0,1
-0.922,1694,1,1,0,1
-0.92,1693,1,1,0,1
-0.918,1714,1,1,0,1
-0.916,1759,1,1,0,1
-0.914,1815,1,1,0,1
-0.912,1867,1,1,0,1
-0.91,1899,1,1,0,1
-0.908,1906,1,1,0,1
-0.906,1889,1,1,0,1
-0.904,1861,1,1,0,1
-0.902,1839,1,1,0,1
-0.9,1835,1,1,0,1
-0.898,1849,1,1,0,1
-0.896,1861,1,1,0,1
-0.894,1855,1,1,0,1
-0.892,1819,1,1,0,1
-0.89,1753,1,1,0,1
-0.888,1673,1,1,0,1
-0.886,1595,1,1,0,1
-0.884,1541,1,1,0,1
-0.882,1505,1,1,0,1
-0.88,1486,1,1,0,1
-0.878,1463,1,1,0,1
-0.876,1429,1,1,0,1
-0.874,1379,1,1,0,1
-0.872,1319,1,1,0,1
-0.87,1265,1,1,0,1
-0.868,1237,1,1,0,1
-0.866,1237,1,1,0,1
-0.864,1259,1,1,0,1
-0.862,1285,1,1,0,1
-0.86,1299,1,1,0,1
-0.858,1293,1,1,0,1
-0.856,1271,1,1,0,1
-0.854,1249,1,1,0,1
-0.852,1244,1,1,0,1
-0.85,1268,1,1,0,1
-0.848,1314,1,1,0,1
-0.846,1366,1,1,0,1
-0.844,1407,1,1,0,1
-0.842,1426,1,1,0,1
-0.84,1421,1,1,0,1
-0.838,1403,1,1,0,1
-0.836,1398,1,1,0,1
-0.834,1418,1,1,0,1
-0.832,1455,1,1,0,1
-0.83,1499,1,1,0,1
-0.828,1527,1,1,0,1
-0.826,1529,1,1,0,1
-0.824,1511,1,1,0,1
-0.822,1494,1,1,0,1
-0.82,1505,1,1,0,1
